ID;Puntuación;Porcentaje;Dirección;Guión;Argumento;Género;Duración;Título
tt10485538;7.3;73.0;Alejandro Bellame Palacios;['Alejandro Bellame Palacios', 'Eduardo Sánchez Rugeles'];Eugenia, 30, is torn between fulfilling or not a promise made 13 years ago to Luis, his brief and tragic teen love.;['Drama', 'Romance'];120.0;Opposite Direction
tt10485148;5.1;51.0;Luke Mayze;['Luke Mayze', 'Kevin Spink'];Paul es un fotógrafo que se reencuentra con su primer amor, Anna, en un ruidoso mercado de Filipinas. Aunque la llama se prende de nuevo, sus principios son conflictivos. La noche que comparten lo cambiará todo.;['Drama', 'Romance'];80.0;Forever First Love
tt10489754;6.1;61.0;Frank Vitale;['Gay Walley'];One successful writer, one eccentric Wall Streeter, one feeling ex con turned businessman, a witty literary agent and a sensitive woman - all of a certain age and then some -- try to figure out this thing called love.;['Romance'];80.0;Erotic Fire of the Unattainable
tt10487428;7.1;71.0;Steve Markle;['Steve Markle', 'Susan Schafer', 'Stephanie Quilligan'];A heartbroken documentary filmmaker focuses his camera on interesting women with hopes of finding enlightenment and love.;['Documental', 'Comedia', 'Romance'];74.0;Shoot To Marry
tt10497568;5.2;52.0;Selahattin Sancakli;['Ayhan Baris Basar'];"Günfer, who has big dreams in her small town, turns her life upside down with successive disasters. Günfer loses her father, whom she calls ""my hero"", from cancer. Without getting over the shock of this sudden death, this time because of her uncle's gambling debt, the mafia busted her father's bakery.";['Comedia', 'Romance'];105.0;Nasipse Olur
tt10508774;5.7;57.0;Pascal Aka;['Pascal Aka'];En el corazón de Ghana, una familia criminal tiene que arreglar su conducta antes de que el gobierno cierre su salón privado.;['Crimen', 'Drama', 'Romance'];119.0;Gold Coast Lounge
tt10517706;5.0;50.0;Fan Popo;['Fan Popo'];"an ""anti-romantic comedy"" in Berlin.";['Comedia', 'Romance'];17.0;Beer! Beer!
tt10519532;7.7;77.0;Erin Brown Thomas;['Erin Brown Thomas', 'Kelly Vrooman'];Vicki idolizes her new girlfriend Samantha, but draws the line when it comes to her time on the porcelain throne. Their small bathroom gets awkward when Samatha challenges Vicki's definition of intimacy.;['Comedia', 'Drama'];9.0;Feeling Flush
tt10523510;5.9;59.0;Ilias Dupuis-El Faris;['Walik Rakik', 'Nisrine Benchara', 'Mustapha Bamad'];Casablanca's beach, Morocco. Teenager's desire for each other is growing discreetly. Adults and children oversee. A fight creates a diversion.;['Romance'];9.0;Sukar
tt10525672;7.1;71.0;Michael Lockshin;['Mary Mapes Dodge', 'Roman Kantor'];Matvey Polyakov, un joven de 18 años con un corazón puro, conoce a un grupo de carteristas y se entrena para aprender a robar.;['Aventura', 'Drama', 'Familiar'];130.0;Patines de plata
tt10535026;5.0;50.0;George Tounas;['George Tounas'];Special agents undercover Ace and Sandy face an unexpected situation in Maximum City as they try to get a job done against a crime organization.;['Acción', 'Crimen'];10.0;City Rush
tt10537332;6.3;63.0;Lawrence Valin;['Marlène Poste'];Aathi is a quiet henchman for a tough boss of the Paris Tamil mafia. When he meets Minnale, a young immigrant with nowhere to go, he begins to question his loyalty.;['Drama', 'Romance'];37.0;The Loyal Man
tt10543680;5.7;57.0;Puneet Khanna;['Sumit Arora', 'Navjot Gulati'];Sigue a la testaruda Ginny que conoce a Sunny para un matrimonio arreglado, pero lo rechaza, y luego muestra cómo Sunny se une a la madre de Ginny para ganarse su amor.;['Comedia', 'Drama', 'Romance'];125.0;Ginny se casa con Sunny
tt10544024;;;Brandon Scott Padget;;Five Ivory Hearts is set in the 1950s and tells the love story of three people. Steve, who has lost his father and his way. Julianne, a wannabe actress, just searching for a place to belong. And Ginger, a nice, warm, kind-heart waitress who has dreams of living in Paris.Sometimes you survive love, but sometimes love doesn't survive lust.;['Romance'];;Five Ivory Hearts
tt10545588;;;Mack Ogden;['Mack Ogden'];Britni thinks she's going on a totally normal first date with Stryker, but unfortunately the date includes a few others.;['Comedia', 'Romance'];;Red Flags
tt10549654;6.5;65.0;Alia Azamat Ashkenazi;['Alia Azamat Ashkenazi'];Esther, a composer going through a dry spell, finds an inspiration in an unusual and possibly dangerous Muse.;['Drama', 'Romance'];23.0;Esther's Choice
tt10549554;6.8;68.0;Patrick O'Brien;"[""Patrick O'Brien""]";Dennis is searching for human connection despite having a head that looks like a literal bag of money.;['Romance'];14.0;Moneybag Head
tt10553396;8.3;83.0;Christopher Pahle;['Tarjei Sandvik Moe'];Two people wake up in a bed together. Alvin was drunk of out his mind and doesn't remember a thing. Latifa doesn't drink and remembers everything.;['Drama', 'Romance'];21.0;We Should Be a Movie
tt10556130;3.8;38.0;Franziska Meyer Price;['David Safier'];Lolle's love life in Berlin is as complicated as ever. After the story with Sven, her second cousin, was over, she got together with her best friend Hart and the two are about to get married. That is, if Sven doesn't ruin things.;['Comedia', 'Drama', 'Romance'];80.0;Berlin, Berlin: la novia se fuga
tt10574346;3.5;35.0;Pasquale Falcone;['Pasquale Falcone'];;['Música', 'Romance'];;Alessandra - Un grande amore e niente più
tt10580094;7.0;70.0;Chaanakya;['Aakarshika', 'Ayushree', 'Nasreen'];Raaj and Jessie , A newly married happy couple settled in a Private luxury house, Encounter unnatural and unbelievable situations followed by series of trouble emotionally, physically and mentally .The protagonist Raaj challenges the situations and gets his share of Revenge .;['Acción', 'Terror', 'Romance'];122.0;My Name Is Raja
tt10584480;5.0;50.0;Dennis Donovan;['Walker Hare'];After fleeing Earth in the late 80s, an alien returns to his childhood home in search of his best friend. As he gets closer to finding her, his mysterious past gets closer to catching him.;['Comedia', 'Drama', 'Romance'];103.0;Thorp
tt10594874;7.0;70.0;Audrey Biche;['Audrey Biche'];A dying woman recounts the story of her forbidden love affair with a girl in Catholic school.;['Drama', 'Romance'];9.0;Adeline
tt10601432;7.2;72.0;Jim Lewis;['Jim Lewis', 'David Santo'];"A producer afflicted with a debilitating curse can only be cured by the reporter who despises him. Ths story is a modern day Beauty and the Beast or ""When Harry Met Sally"" watching ""The X Files"" in jail.";['Romance'];95.0;Confessions of a Producer
tt10608990;;;Adam Lucas;['Adam Lucas', 'Jeremy Waltman'];A theatre company unravels when its director casts his two lead actors, both working to save their broken marriage, in a self-indulgent play that makes them recreate the director's own recently-failed relationship.;['Comedia', 'Drama', 'Romance'];72.0;It Plays Like Love: Restaged Edition
tt10612164;6.1;61.0;André Velts;['Danie Bester', 'Tarryn-Tanille Prinsloo', 'Hanneke Schutte'];After a dreadful break-up, a strikingly cultured student stuck in the small town of Potchefstroom, packs her bags for the adventure and bright lights of London. She falls head over heels in love with a handsome, barefoot Namibian, but allows her fears to get the better of her. When he knocks on her door years later, with promises of horizons and a life together, she c... Leer todo;['Romance'];112.0;Vergeet my nie
tt10616476;7.5;75.0;Valto Baltzar;['Valto Baltzar'];A musical film about human relationships and how today's working life and the pressures of our surroundings can lead a person to the point of exhaustion.;['Musical', 'Romance'];106.0;Le Café de mes Souvenirs
tt10619370;;;Mikko Lintunen;['Mikko Lintunen'];When an incredible love story of two people meets the everyday life.;['Drama', 'Misterio'];16.0;Rakkauden Tähden Huomisesta eiliseen
tt10640766;5.9;59.0;Viva Westi;['Titien Wattimena', 'Priesnanda Dwisatria'];Tristan (Reza Rahadian) is the owner of the shop that buys and sells ex-lover items for people who want to move on. Suddenly, Laras (Marsha Timothy), his ex-lover, comes and makes his life turned upside down.;['Comedia', 'Drama', 'Romance'];98.0;Toko Barang Mantan
tt10650424;6.6;66.0;Isao Yukisada;['Ryûta Hôrai', 'Naoki Matayoshi'];Nagata is the director of a theater troupe. Unfortunately, he is rather unsuccessful on his finances which makes the crew has little confidence in him.;['Drama', 'Romance'];136.0;Gekijo
tt10660580;;;Giovanni Pugliese;['Giovanni Pugliese'];;['Romance'];;The Tailor Shop
tt10663608;4.2;42.0;Virginia Abramovich;['Virginia Abramovich', 'Katherine Andrews'];Sé testigo de la búsqueda de una mujer, para unirse a su amante desaparecido, cruzando a una dimensión paralela.;['Drama', 'Romance', 'Ciencia ficción'];100.0;Between Waves
tt10661640;6.8;68.0;Dennis Harmon;['Dennis Harmon'];Four couples are gathered for a Premarital counseling class in which they address their problems to a dysfunctional counselor. They must get it together or forget it forever.;['Comedia', 'Romance'];90.0;This or That
tt10662234;5.3;53.0;Stefan Westerwelle;['Hannah Schweier', 'Stefan Westerwelle'];Una bailarina clásica descubre el hip-hop por casualidad y se enfrenta a una elección imposible: perseguir el legado familiar, o su nueva pasión.;['Drama', 'Música', 'Romance'];102.0;Into the Beat - Tu corazón baila
tt10675504;;;Ryan J. Simmons;['Rachel Reiff'];;['Romance'];;Me vs. You
tt10675392;6.8;68.0;Kaori Makita;['Hiroshi Seko', 'Kou Yoneda'];Yashiro is the president of the Shinseikai Enterprise. He leads a double life as a deviant and a masochist. Doumeki Chikara comes to work as a bodyguard for Yashiro. They begin an affair of two men with songs in their hearts.;['Animación', 'Crimen', 'Drama'];85.0;Saezuru Tori Wa Habatakanai: The Clouds Gather
tt10681074;;;James Atkins;['James Atkins', 'Kris Atkins'];;['Romance'];;Two Dates in Hawaii
tt10687740;6.4;64.0;Petr Kubik;['Petr Kubik', 'Lukás Parík', 'Viktor Kristof'];Princess Ellena whom awakes to the same day over and over has to overcome an old spell which threatens to destroy the kingdom and defeat the evil witch.;['Aventura', 'Comedia', 'Familiar'];115.0;Princezna zakletá v case
tt10691314;5.5;55.0;David Färdmar;['David Färdmar'];Para Hampus es un alivio romper con su destructiva relación, mientras que Adrian está devastado. ¿Podrá sobrevivir sin el amor de su vida, o hay alguna forma de recuperarlo?;['Drama', 'Romance'];104.0;Vivir sin nosotros
tt10702938;5.3;53.0;Hiroki Inoue;['Eiki-Eiki', 'Mikiyo Tsuda'];Two male actors are drawn to each other. Can they work things out?;['Comedia', 'Drama', 'Romance'];84.0;Love Stage!!
tt10713114;8.3;83.0;Krit Komkrichwarakool;['Krit Komkrichwarakool'];A unique relationship flourishes between an aspiring artist and a plant man growing in his garden.;['Drama', 'Romance'];15.0;Plantonic
tt10725356;6.4;64.0;Michaela Myers;['Michaela Myers'];After a happenstance meeting, Tristan and Isaac fall deeply in love, forming a seemingly impermeable romance. But when reality becomes unavoidable, all truths must be faced. Loosely inspired by the classic love tragedy Tristan and Isolde.;['Romance'];;Tristan and Isaac
tt10727130;4.6;46.0;Rudi Van Den Bossche;['Rudi Van Den Bossche'];Life does not go well the last couple of years for film director Serge Gabriëls. Since the day he chose his career above the woman of his life, things kept going downhill. When a bailiff was sent to declare his production company bankrupt, he lost all hope and perspective. Fortunately at that crucial moment he received the one phone call he has been waiting for his wh... Leer todo;['Comedia', 'Romance'];84.0;Cruise Control
tt10728472;;;Cam Dyer;['Mikaela Bertholf', 'Cam Dyer', 'Deaton Gabbard'];Amelia Ripley has it all, the perfect life, the perfect husband, the perfect job as a freelance writer but when her husband, Liam Ripley, becomes more and more jealous of her best friend, Noah, things take a turn for the worst.;['Drama', 'Romance'];62.0;Broken Vows
tt10731362;7.3;73.0;Rikiya Imaizumi;['Hio Miyazawa', 'Kisetsu Fujiwara', 'Wakana Matsumoto'];Shun and Nagisa first meet and fall in love during high school. However, despite strong feelings, they go their separate ways. Years later, Shun is now living alone in a rural area when Nagisa arrives with his six-year-old daughter, Sora.;['Drama', 'Familiar', 'Romance'];127.0;His
tt10731748;5.1;51.0;César Rodrigues;['Alice Name Bomtempo', 'Alberto Bremer', 'Jonathan Davis'];Ana es una influencer adicta a las redes sociales. Un día sufre un accidente automovilísitico porque estaba usando su teléfono móvil mientras conducía. La envían a una casa alejada de la ciudad con su abuelo y sin conexión a Internet.;['Comedia', 'Drama', 'Romance'];96.0;Modo avión
tt10741862;9.0;90.0;India Dupré;['India Dupré'];A video doorbell spies on a new couple across the hall as their relationship takes a dark turn.;['Drama', 'Romance'];15.0;Ring
tt10758124;6.4;64.0;Ruwan Suresh Heggelman;['Jop Gorris', 'Ruwan Suresh Heggelman', 'Thij de Haan'];"A dimension-shifting mime player is disturbed in his peace by a student fraternity. His response is unexpected: by using the fourth wall, he turns their world on its head; literally. However, his powers are useless to achieve romance.";['Comedia', 'Fantasía'];7.0;Mime
